Temperature,Humidity,Rainfall,SunlightHours,SoilMoisture,SoilPH,WindSpeed,PlantAge,Branches,StemDiameter,FlowerCount,FruitPrev,PestIndex,DiseaseIndex,Fertilizer,Irrigation,Pruning,OrganicMatter,Yield
32.47717692989124,47.23305542120821,20.204910048666243,8.622443549896047,36.97852114629311,6.548514889802741,4.552066468994695,16.883583357118134,17,5.558141417254882,43,12,1,1,1.0563611353905709,3.0128003250596227,2,1.2906146056650036,10.40803274169802
21.01308688400163,42.51766487927955,28.38231912605349,7.144851167975188,42.95427665561525,6.548514889802741,4.552066468994695,23.027162435880296,27,5.459318383317676,32,19,2,0,1.2188047833415507,5.732624162217151,2,1.1614997657154147,9.993270162959648
32.1133700890458,64.07213038096167,2.339082712047226,7.4075264859859695,43.675191489964746,6.548514889802741,4.552066468994695,9.337882524176212,29,3.627519987030189,20,22,1,0,1.0575877801605686,5.308781532444676,1,0.6038037404548227,10.401218031247948
23.240355403612128,57.32630166263348,19.191437322880436,6.965881724708602,30.308717231176285,6.548514889802741,4.552066468994695,33.64971396470731,39,4.8916715786439084,23,23,2,1,1.212833070815834,2.7667702045545863,1,0.7777973569850674,8.131331353977819
18.959973457371674,66.7273558819259,28.48570654789957,7.9889264216301346,54.31413140984301,6.548514889802741,4.552066468994695,6.995352820807249,13,4.245140936845264,68,17,2,0,1.186899803165165,4.634418707984059,2,1.2349028228457704,16.157870770109188
25.716416759125636,54.704735817700694,34.72779305727633,7.815182670083161,52.72273553893763,6.548514889802741,4.552066468994695,29.732526164371368,33,5.2635787413113135,20,12,1,1,1.7719784856246912,2.266823173617241,2,0.8936696423984181,8.038192863164198
25.460465792025243,61.48043257404085,22.773024241179566,7.850293874999764,45.30896527787832,6.548514889802741,4.552066468994695,7.288571015588128,32,5.518831414822952,30,20,2,2,1.3370410102534485,4.064326314862052,1,1.0500835140469298,8.636974538027147
27.437639312318563,68.1065382141768,5.1687702067639565,8.222624462651858,36.39057696030271,6.548514889802741,4.552066468994695,32.81175939611357,25,4.002632205370117,66,17,1,0,1.3498196015472503,2.6885644167007055,1,1.0179780505819718,16.72809402027378
32.164893716417694,61.83019731365725,24.30488604378112,8.80100076041844,48.95658897292742,6.548514889802741,4.552066468994695,17.369658388256333,21,5.5875637276662395,44,22,3,1,1.3908870497206423,3.6141632009277402,2,1.3798717843215411,12.497209272001154
28.15622858653272,68.94621260191475,34.3189447084082,8.620787108570855,48.18712131339446,6.548514889802741,4.552066468994695,34.67348098464976,30,4.317325227852919,58,12,2,1,1.7999412362563687,4.139607384372841,2,0.7426689194363393,12.509358261496562
32.37965995111871,46.037059418372905,16.636635757309296,8.117141010066948,35.76913281334092,6.548514889802741,4.552066468994695,7.29866971975971,35,4.617610295091113,30,23,1,1,1.2379054050822715,5.712604852639673,1,0.7756887515527194,11.028352062388278
31.416741057488707,59.83486861237759,32.64710876873587,7.597920036282244,37.10708315916406,6.548514889802741,4.552066468994695,45.82445981596415,32,5.115544707881096,66,17,0,0,1.221673686546126,2.6919290236581452,2,0.9496068757560217,16.784331951364376
24.204479101419857,52.69447722956692,17.94717439763082,8.149801529305947,37.76848141546806,6.548514889802741,4.552066468994695,24.24520126999797,21,4.573992794663273,31,11,0,0,1.1222358360568279,2.2191159004228656,1,0.8981692602213159,8.743467422614392
25.403533678991085,58.455330124251006,30.290348756612417,7.2918843860097065,32.531486060699756,6.548514889802741,4.552066468994695,20.689279592180725,16,4.138199259686606,40,13,1,1,1.4382551513805386,4.349412067665909,2,1.0255629285171883,8.775960469823584
26.49634879347666,46.63665703920458,0.5412994833426465,8.881837902963635,40.00993418496293,6.548514889802741,4.552066468994695,12.31948744229192,27,5.192371589319397,29,21,2,2,1.0938014629015789,4.795722770047677,2,1.0895662822473005,10.081549664685108
28.667468144865524,55.161822927337475,10.59899566711698,8.398623871448775,40.42369775076261,6.548514889802741,4.552066468994695,13.31058061907294,33,5.120827369130368,52,11,3,0,1.6657404893951586,2.2052346077683533,2,0.7864421426620993,12.510291706197087
27.314617280640675,65.71765958407363,18.552119890846676,8.951688945209778,28.37262589678922,6.548514889802741,4.552066468994695,26.7259293293006,16,5.251308636689377,24,10,3,2,0.918027615239162,5.9069938828325945,2,0.9926824269585898,3.77776158112429
21.726475486018522,54.14570861532189,27.15230366388916,6.8585751102428585,45.564851076927496,6.548514889802741,4.552066468994695,18.358832417937915,23,3.6545138516523186,44,8,0,2,0.946642736608415,4.064244236902331,2,1.205527618491256,9.912263876621237
